ID;URL;Name;NameWithOwner;Stargazers;PullRequests;AcceptedPullRequests;Releases;PrimaryLanguage;createdAt;updatedAt;closedIssues;totalIssues
MDEwOlJlcG9zaXRvcnkxMjgzOTg2MzY=;https://github.com/xingshaocheng/architect-awesome;architect-awesome;xingshaocheng/architect-awesome;57679;79;49;0;;2018-04-06T13:30:58Z;2022-08-04T10:16:11Z;20;67
MDEwOlJlcG9zaXRvcnkzMzAxNTU4Mw==;https://github.com/keras-team/keras;keras;keras-team/keras;57484;5939;2760;46;Python;2015-03-28T00:35:42Z;2023-03-02T20:43:35Z;11378;11657
MDEwOlJlcG9zaXRvcnkxNjcxNzQ=;https://github.com/jquery/jquery;jquery;jquery/jquery;57229;2827;595;5;JavaScript;2009-04-03T15:20:14Z;2023-02-14T09:11:40Z;2163;2237
MDEwOlJlcG9zaXRvcnkzNDAyNTM3;https://github.com/h5bp/Front-end-Developer-Interview-Questions;Front-end-Developer-Interview-Questions;h5bp/Front-end-Developer-Interview-Questions;56588;637;439;0;Nunjucks;2012-02-09T23:34:10Z;2023-03-01T11:40:07Z;126;130
MDEwOlJlcG9zaXRvcnkzNjM4OTY0;https://github.com/ansible/ansible;ansible;ansible/ansible;56485;48690;36349;0;Python;2012-03-06T14:58:02Z;2023-03-03T15:09:40Z;30554;31201
MDEwOlJlcG9zaXRvcnkxMjA1MzgzMDQ=;https://github.com/kelseyhightower/nocode;nocode;kelseyhightower/nocode;56007;592;1;1;Dockerfile;2018-02-06T23:54:00Z;2020-01-21T19:25:10Z;608;4461
MDEwOlJlcG9zaXRvcnk3NjAwNDA5;https://github.com/shadowsocks/shadowsocks-windows;shadowsocks-windows;shadowsocks/shadowsocks-windows;55926;484;278;55;C#;2013-01-14T07:54:16Z;2021-04-26T09:07:24Z;2717;2838
MDEwOlJlcG9zaXRvcnkzOTU1NjQ3;https://github.com/lodash/lodash;lodash;lodash/lodash;55772;1316;573;2;JavaScript;2012-04-07T04:11:46Z;2021-04-23T17:25:37Z;3786;4098
MDEwOlJlcG9zaXRvcnkxNDczNTA0NjM=;https://github.com/leonardomso/33-js-concepts;33-js-concepts;leonardomso/33-js-concepts;55292;268;158;0;JavaScript;2018-09-04T13:27:04Z;2023-02-08T12:12:25Z;36;51
MDEwOlJlcG9zaXRvcnkxNjA5MTkxMTk=;https://github.com/tiangolo/fastapi;fastapi;tiangolo/fastapi;55161;2152;1145;144;Python;2018-12-08T08:21:47Z;2023-03-04T12:52:10Z;3295;3315
MDEwOlJlcG9zaXRvcnkyNjA2NjcyNw==;https://github.com/mermaid-js/mermaid;mermaid;mermaid-js/mermaid;54990;1799;1513;102;JavaScript;2014-11-01T23:52:32Z;2023-03-04T19:03:15Z;1393;2281
MDEwOlJlcG9zaXRvcnk4MDk0NTQyOA==;https://github.com/nestjs/nest;nest;nestjs/nest;54782;6245;4799;81;TypeScript;2017-02-04T20:12:52Z;2023-03-02T07:13:12Z;4602;4643
MDEwOlJlcG9zaXRvcnkxODQwODYzNQ==;https://github.com/chrislgarry/Apollo-11;Apollo-11;chrislgarry/Apollo-11;54534;497;320;0;Assembly;2014-04-03T15:45:02Z;2022-11-03T20:08:47Z;316;377
MDEwOlJlcG9zaXRvcnk5MTg1Nzky;https://github.com/apache/echarts;echarts;apache/echarts;54383;1603;1153;107;TypeScript;2013-04-03T03:18:59Z;2023-03-03T06:32:47Z;14487;16651
MDEwOlJlcG9zaXRvcnkxNTExMTgyMQ==;https://github.com/grafana/grafana;grafana;grafana/grafana;54236;33395;28722;342;TypeScript;2013-12-11T15:59:56Z;2023-03-04T00:06:14Z;25642;28528
MDEwOlJlcG9zaXRvcnkyMjY3MDg1Nw==;https://github.com/enaqx/awesome-react;awesome-react;enaqx/awesome-react;54195;1236;765;0;;2014-08-06T05:31:44Z;2022-12-07T09:18:25Z;73;93
MDEwOlJlcG9zaXRvcnkzNjA0MDg5NA==;https://github.com/gatsbyjs/gatsby;gatsby;gatsbyjs/gatsby;54193;21306;17586;129;JavaScript;2015-05-21T22:43:05Z;2023-03-01T14:28:55Z;13752;13823
MDEwOlJlcG9zaXRvcnk0ODY1NTA=;https://github.com/h5bp/html5-boilerplate;html5-boilerplate;h5bp/html5-boilerplate;54075;1558;666;32;JavaScript;2010-01-24T18:03:24Z;2023-03-04T03:11:07Z;1290;1298
MDEwOlJlcG9zaXRvcnk0NzAxODIzOQ==;https://github.com/DopplerHQ/awesome-interview-questions;awesome-interview-questions;DopplerHQ/awesome-interview-questions;53869;222;175;0;;2015-11-28T09:48:17Z;2021-11-16T18:45:23Z;29;32
MDEwOlJlcG9zaXRvcnkyNTc0ODU0MjI=;https://github.com/vitejs/vite;vite;vitejs/vite;53536;4117;3032;264;TypeScript;2020-04-21T05:03:57Z;2023-03-04T02:49:37Z;4918;5396
MDEwOlJlcG9zaXRvcnk4NDMyMjI=;https://github.com/scikit-learn/scikit-learn;scikit-learn;scikit-learn/scikit-learn;53201;15025;10290;32;Python;2010-08-17T09:43:38Z;2023-03-03T14:03:48Z;8430;9979
MDEwOlJlcG9zaXRvcnkyNjg5ODg3OQ==;https://github.com/awesomedata/awesome-public-datasets;awesome-public-datasets;awesomedata/awesome-public-datasets;53192;336;188;0;;2014-11-20T06:20:50Z;2023-02-07T18:08:51Z;47;109
MDEwOlJlcG9zaXRvcnk2NzI3NDczNg==;https://github.com/ElemeFE/element;element;ElemeFE/element;53126;4991;3221;144;Vue;2016-09-03T06:19:26Z;2023-02-21T11:50:34Z;15182;17387
MDEwOlJlcG9zaXRvcnkxOTE1Mjk3MzI=;https://github.com/lydiahallie/javascript-questions;javascript-questions;lydiahallie/javascript-questions;52729;470;304;0;;2019-06-12T08:26:27Z;2023-02-17T10:14:47Z;210;212
MDEwOlJlcG9zaXRvcnkyNzgzMzUyNzM=;https://github.com/anuraghazra/github-readme-stats;github-readme-stats;anuraghazra/github-readme-stats;52584;1373;490;0;JavaScript;2020-07-09T10:34:22Z;2023-03-05T10:22:08Z;843;940
MDEwOlJlcG9zaXRvcnk3MTU4MzYwMg==;https://github.com/Developer-Y/cs-video-courses;cs-video-courses;Developer-Y/cs-video-courses;52463;159;125;0;;2016-10-21T17:02:11Z;2023-02-27T12:34:01Z;101;113
MDEwOlJlcG9zaXRvcnk4NTE0;https://github.com/rails/rails;rails;rails/rails;52444;31137;20983;91;Ruby;2008-04-11T02:19:47Z;2023-03-04T16:06:15Z;15817;16175
MDEwOlJlcG9zaXRvcnk0MzQ0MTQwMw==;https://github.com/strapi/strapi;strapi;strapi/strapi;52231;7496;5875;267;JavaScript;2015-09-30T15:34:48Z;2023-03-03T17:41:11Z;7184;7464
MDEwOlJlcG9zaXRvcnkyNDM5NTA0MDg=;https://github.com/Anduin2017/HowToCook;HowToCook;Anduin2017/HowToCook;51504;627;458;1;HTML;2020-02-29T10:43:49Z;2023-02-17T11:29:09Z;249;580
MDEwOlJlcG9zaXRvcnk4MTU5ODk2MQ==;https://github.com/python/cpython;cpython;python/cpython;51006;39388;32024;0;Python;2017-02-10T19:23:51Z;2023-03-05T17:31:26Z;55692;62470
MDEwOlJlcG9zaXRvcnkxMTQ4NzUz;https://github.com/spring-projects/spring-framework;spring-framework;spring-projects/spring-framework;50945;4132;751;249;Java;2010-12-08T04:04:45Z;2023-03-05T18:37:59Z;21922;23136
MDEwOlJlcG9zaXRvcnk4Mzk5OTcwMA==;https://github.com/sdmg15/Best-websites-a-programmer-should-visit;Best-websites-a-programmer-should-visit;sdmg15/Best-websites-a-programmer-should-visit;50899;1527;372;0;;2017-03-05T20:25:17Z;2023-01-09T12:37:06Z;70;107
MDEwOlJlcG9zaXRvcnkzOTQ2NDAxOA==;https://github.com/apache/superset;superset;apache/superset;50817;12835;10300;116;TypeScript;2015-07-21T18:55:34Z;2023-03-04T06:57:35Z;7845;8917
MDEwOlJlcG9zaXRvcnkxMjc0MDc5NTc=;https://github.com/azl397985856/leetcode;leetcode;azl397985856/leetcode;50640;303;252;40;JavaScript;2018-03-30T09:13:51Z;2023-02-07T04:17:21Z;241;246
MDEwOlJlcG9zaXRvcnk2MzQ3NzY2MA==;https://github.com/TheAlgorithms/Java;Java;TheAlgorithms/Java;50551;3032;971;0;Java;2016-07-16T10:21:02Z;2023-03-01T15:16:32Z;795;802
MDEwOlJlcG9zaXRvcnk5MzA5MDkz;https://github.com/Semantic-Org/Semantic-UI;Semantic-UI;Semantic-Org/Semantic-UI;50450;878;356;154;JavaScript;2013-04-08T23:32:04Z;2023-01-11T17:05:32Z;5251;6205
MDEwOlJlcG9zaXRvcnkyMDM1ODc3NDQ=;https://github.com/hoppscotch/hoppscotch;hoppscotch;hoppscotch/hoppscotch;50257;1792;1031;16;Vue;2019-08-21T13:15:24Z;2023-02-24T13:11:36Z;856;953
MDEwOlJlcG9zaXRvcnkxMzgwNzYwNg==;https://github.com/junegunn/fzf;fzf;junegunn/fzf;50206;701;364;25;Go;2013-10-23T16:04:23Z;2023-02-22T15:36:04Z;2082;2337
MDEwOlJlcG9zaXRvcnkyMTczNzI2Ng==;https://github.com/sindresorhus/awesome-nodejs;awesome-nodejs;sindresorhus/awesome-nodejs;49981;1077;392;0;;2014-07-11T13:35:34Z;2023-02-18T09:59:32Z;97;97
MDEwOlJlcG9zaXRvcnkzMjY4OTg2Mw==;https://github.com/3b1b/manim;manim;3b1b/manim;49939;779;562;10;Python;2015-03-22T18:50:58Z;2023-02-15T17:40:43Z;695;1045
MDEwOlJlcG9zaXRvcnk2MjM2NzU1OA==;https://github.com/vercel/hyper;hyper;vercel/hyper;40410;3305;2692;86;TypeScript;2016-07-01T06:01:21Z;2023-02-28T06:37:39Z;2792;3634
MDEwOlJlcG9zaXRvcnk2ODk1NzkyMA==;https://github.com/justjavac/awesome-wechat-weapp;awesome-wechat-weapp;justjavac/awesome-wechat-weapp;40241;299;271;0;;2016-09-22T20:04:48Z;2022-09-29T14:49:25Z;0;0
MDEwOlJlcG9zaXRvcnkzMzc5MTc0Mw==;https://github.com/x64dbg/x64dbg;x64dbg;x64dbg/x64dbg;40000;745;597;3;C++;2015-04-11T20:48:23Z;2023-03-04T01:21:33Z;1716;2237
MDEwOlJlcG9zaXRvcnkxODcwODg2MA==;https://github.com/tiimgreen/github-cheat-sheet;github-cheat-sheet;tiimgreen/github-cheat-sheet;39953;167;129;0;;2014-04-12T16:38:42Z;2022-05-28T21:35:12Z;42;55
MDEwOlJlcG9zaXRvcnkxMzU3ODYwOTM=;https://github.com/typescript-cheatsheets/react;react;typescript-cheatsheets/react;39834;386;317;0;JavaScript;2018-06-02T04:08:16Z;2023-02-07T14:38:42Z;182;183
MDEwOlJlcG9zaXRvcnkxODg2NjA2NjM=;https://github.com/CorentinJ/Real-Time-Voice-Cloning;Real-Time-Voice-Cloning;CorentinJ/Real-Time-Voice-Cloning;39759;115;48;0;Python;2019-05-26T08:56:15Z;2022-09-08T13:49:58Z;876;965
MDEwOlJlcG9zaXRvcnkzNTc3Mjg5Njk=;https://github.com/oven-sh/bun;bun;oven-sh/bun;39664;822;647;69;Zig;2021-04-14T00:48:17Z;2023-03-05T16:54:00Z;844;1352
MDEwOlJlcG9zaXRvcnkzMTAwMTIx;https://github.com/nwjs/nw.js;nw.js;nwjs/nw.js;39477;822;570;0;JavaScript;2012-01-04T06:21:10Z;2023-02-25T00:05:53Z;6297;7170
MDEwOlJlcG9zaXRvcnkxNjI5OTg0Nzk=;https://github.com/sherlock-project/sherlock;sherlock;sherlock-project/sherlock;39453;850;504;0;Python;2018-12-24T14:30:48Z;2023-02-27T20:26:40Z;715;749
MDEwOlJlcG9zaXRvcnkxMDExMzgzMTU=;https://github.com/d2l-ai/d2l-zh;d2l-zh;d2l-ai/d2l-zh;39331;1246;1016;16;Python;2017-08-23T04:40:24Z;2023-03-03T04:38:13Z;0;0
MDEwOlJlcG9zaXRvcnkyNDk1MzQ0OA==;https://github.com/google/material-design-icons;material-design-icons;google/material-design-icons;47658;149;40;16;;2014-10-08T18:01:28Z;2023-01-07T01:21:54Z;1021;1226
MDEwOlJlcG9zaXRvcnk4Mzg0NDcyMA==;https://github.com/ageitgey/face_recognition;face_recognition;ageitgey/face_recognition;47476;205;94;2;Python;2017-03-03T21:52:39Z;2022-06-10T09:12:18Z;572;1253
MDEwOlJlcG9zaXRvcnkxNDU1NTM2NzI=;https://github.com/fighting41love/funNLP;funNLP;fighting41love/funNLP;47299;22;11;0;Python;2018-08-21T11:20:39Z;2022-11-17T11:39:09Z;44;55
MDEwOlJlcG9zaXRvcnkxNDI0NDcw;https://github.com/moment/moment;moment;moment/moment;47270;2025;712;0;JavaScript;2011-03-01T02:46:06Z;2022-07-06T16:00:01Z;3832;4034
MDEwOlJlcG9zaXRvcnk2ODM4OTIx;https://github.com/prometheus/prometheus;prometheus;prometheus/prometheus;47021;6765;5104;248;Go;2012-11-24T11:14:12Z;2023-03-02T09:55:56Z;4361;4974
MDEwOlJlcG9zaXRvcnkyMDMwMDE3Nw==;https://github.com/google/guava;guava;google/guava;46886;1556;368;35;Java;2014-05-29T16:23:17Z;2023-02-28T20:13:02Z;2767;3423
MDEwOlJlcG9zaXRvcnk1MDI2NDI5Ng==;https://github.com/jgthms/bulma;bulma;jgthms/bulma;46867;1113;601;17;CSS;2016-01-23T23:48:34Z;2023-02-16T07:43:17Z;2271;2453
MDEwOlJlcG9zaXRvcnk3NTA4NDEx;https://github.com/ReactiveX/RxJava;RxJava;ReactiveX/RxJava;46850;3762;3121;231;Java;2013-01-08T20:11:48Z;2023-02-20T13:17:28Z;3103;3117
MDEwOlJlcG9zaXRvcnk1NDgzMzMw;https://github.com/soimort/you-get;you-get;soimort/you-get;46781;1042;570;118;Python;2012-08-20T15:53:36Z;2023-02-15T15:20:47Z;0;0
MDEwOlJlcG9zaXRvcnkxNTM2OTc1NTE=;https://github.com/Fndroid/clash_for_windows_pkg;clash_for_windows_pkg;Fndroid/clash_for_windows_pkg;46740;13;7;191;;2018-10-18T22:59:10Z;2023-02-21T15:42:59Z;3618;3805
MDEwOlJlcG9zaXRvcnkyMTQ1ODcxOTM=;https://github.com/supabase/supabase;supabase;supabase/supabase;46439;4966;4237;24;TypeScript;2019-10-12T05:56:49Z;2023-03-03T23:04:18Z;1793;1964
MDEwOlJlcG9zaXRvcnk1Mjk1MDI=;https://github.com/scrapy/scrapy;scrapy;scrapy/scrapy;46361;3008;1928;31;Python;2010-02-22T02:01:14Z;2023-03-04T17:01:24Z;2282;2772
MDEwOlJlcG9zaXRvcnk2NTI1Mg==;https://github.com/jekyll/jekyll;jekyll;jekyll/jekyll;46171;4352;3073;107;Ruby;2008-10-20T06:29:03Z;2023-03-02T07:24:09Z;4576;4664
MDEwOlJlcG9zaXRvcnkyOTIwNzYyMQ==;https://github.com/caddyserver/caddy;caddy;caddyserver/caddy;46125;1916;1551;103;Go;2015-01-13T19:45:03Z;2023-03-03T21:45:17Z;3266;3343
MDEwOlJlcG9zaXRvcnk3MTk0ODQ5OA==;https://github.com/localstack/localstack;localstack;localstack/localstack;46101;3476;3125;60;Python;2016-10-25T23:48:03Z;2023-03-05T15:18:53Z;3968;4265
MDEwOlJlcG9zaXRvcnkyNDYzMzU5ODc=;https://github.com/ventoy/Ventoy;Ventoy;ventoy/Ventoy;46051;384;237;86;C;2020-03-10T15:19:19Z;2023-03-05T12:59:09Z;1337;1720
MDEwOlJlcG9zaXRvcnkxMzIzMzE1OA==;https://github.com/obsproject/obs-studio;obs-studio;obsproject/obs-studio;46050;5184;3467;175;C;2013-10-01T02:40:31Z;2023-03-05T00:31:49Z;2502;2904
MDEwOlJlcG9zaXRvcnkyNjY4OTU5OA==;https://github.com/prakhar1989/awesome-courses;awesome-courses;prakhar1989/awesome-courses;45913;264;194;0;;2014-11-15T18:36:49Z;2022-11-12T13:05:10Z;38;67
MDEwOlJlcG9zaXRvcnkyMjA2NzUyMQ==;https://github.com/ocornut/imgui;imgui;ocornut/imgui;45753;1064;298;83;C++;2014-07-21T14:29:47Z;2023-02-24T12:05:32Z;3933;4647
MDEwOlJlcG9zaXRvcnk3MTIyMDc1Nw==;https://github.com/swisskyrepo/PayloadsAllTheThings;PayloadsAllTheThings;swisskyrepo/PayloadsAllTheThings;45715;542;455;2;Python;2016-10-18T07:29:07Z;2023-03-05T11:05:43Z;0;0
MDEwOlJlcG9zaXRvcnkyODQyODcyOQ==;https://github.com/wasabeef/awesome-android-ui;awesome-android-ui;wasabeef/awesome-android-ui;45642;227;90;0;;2014-12-24T01:45:03Z;2022-08-18T07:56:29Z;92;102
MDEwOlJlcG9zaXRvcnk5MDUyODgzMA==;https://github.com/Solido/awesome-flutter;awesome-flutter;Solido/awesome-flutter;45633;906;419;0;Dart;2017-05-07T11:45:27Z;2022-12-25T21:18:06Z;0;0
MDEwOlJlcG9zaXRvcnk0NjYyOTMwNQ==;https://github.com/NARKOZ/hacker-scripts;hacker-scripts;NARKOZ/hacker-scripts;45473;142;63;0;JavaScript;2015-11-21T19:05:09Z;2022-08-07T07:31:46Z;39;75
MDEwOlJlcG9zaXRvcnkzNjUwMg==;https://github.com/git/git;git;git/git;45458;1252;3;0;C;2008-07-23T14:21:26Z;2023-03-01T21:25:24Z;0;0
MDEwOlJlcG9zaXRvcnkzNDgyNTg4;https://github.com/danielmiessler/SecLists;SecLists;danielmiessler/SecLists;45201;613;470;18;PHP;2012-02-19T01:30:18Z;2022-11-22T12:56:36Z;181;209
MDEwOlJlcG9zaXRvcnk1MTk4MDQ1NQ==;https://github.com/alacritty/alacritty;alacritty;alacritty/alacritty;45198;1972;1530;76;Rust;2016-02-18T05:02:30Z;2023-03-05T06:21:04Z;4428;4725
MDEwOlJlcG9zaXRvcnkzNDM5NjUxMzI=;https://github.com/microsoft/ML-For-Beginners;ML-For-Beginners;microsoft/ML-For-Beginners;45086;410;338;0;Jupyter Notebook;2021-03-03T01:34:05Z;2023-02-20T11:01:21Z;0;0
MDEwOlJlcG9zaXRvcnk3NTEwNDEyMw==;https://github.com/prettier/prettier;prettier;prettier/prettier;44999;8352;6993;96;JavaScript;2016-11-29T17:13:37Z;2023-03-02T01:46:08Z;4979;5907
MDEwOlJlcG9zaXRvcnk0MDQxNjIzNg==;https://github.com/minimaxir/big-list-of-naughty-strings;big-list-of-naughty-strings;minimaxir/big-list-of-naughty-strings;44616;157;90;0;Python;2015-08-08T20:57:20Z;2021-04-17T19:05:45Z;30;91
MDEwOlJlcG9zaXRvcnk1MzgwOTA5MA==;https://github.com/juliangarnier/anime;anime;juliangarnier/anime;44612;153;72;14;JavaScript;2016-03-13T21:37:45Z;2020-10-15T12:58:33Z;491;671
R_kgDOHzIiIA;https://github.com/CompVis/stable-diffusion;stable-diffusion;CompVis/stable-diffusion;44399;118;5;0;Jupyter Notebook;2022-08-10T14:36:44Z;2022-11-16T20:34:06Z;107;523
MDEwOlJlcG9zaXRvcnkzNDMwMjY5OA==;https://github.com/serverless/serverless;serverless;serverless/serverless;44330;5189;4371;357;JavaScript;2015-04-21T03:48:40Z;2023-03-03T16:18:54Z;4941;5890
MDEwOlJlcG9zaXRvcnkyMTkzNTAzMQ==;https://github.com/fffaraz/awesome-cpp;awesome-cpp;fffaraz/awesome-cpp;44199;755;534;0;;2014-07-17T08:51:11Z;2023-03-04T18:37:23Z;172;525
MDEwOlJlcG9zaXRvcnkzNDMyMjY2;https://github.com/JetBrains/kotlin;kotlin;JetBrains/kotlin;44072;5074;2040;199;Kotlin;2012-02-13T17:29:58Z;2023-03-04T16:13:43Z;0;0
MDEwOlJlcG9zaXRvcnk3MTk5NTkzNw==;https://github.com/nuxt/nuxt;nuxt;nuxt/nuxt;44016;3322;2619;174;TypeScript;2016-10-26T11:18:47Z;2023-03-05T14:42:16Z;10466;11278
MDEwOlJlcG9zaXRvcnkxMTU0Nzg4MjA=;https://github.com/binhnguyennus/awesome-scalability;awesome-scalability;binhnguyennus/awesome-scalability;43915;79;29;0;;2017-12-27T03:46:40Z;2023-03-05T02:22:48Z;0;0
R_kgDOH3JoLw;https://github.com/AUTOMATIC1111/stable-diffusion-webui;stable-diffusion-webui;AUTOMATIC1111/stable-diffusion-webui;43874;1492;851;1;Python;2022-08-22T14:05:26Z;2023-02-20T11:45:54Z;2623;4100
MDEwOlJlcG9zaXRvcnkxMTQ3NDcyMjY=;https://github.com/deepfakes/faceswap;faceswap;deepfakes/faceswap;43854;497;345;3;Python;2017-12-19T09:44:13Z;2023-02-24T01:29:10Z;784;799
MDEwOlJlcG9zaXRvcnk5ODAyOTU5Mg==;https://github.com/ziishaned/learn-regex;learn-regex;ziishaned/learn-regex;43683;177;124;0;;2017-07-22T12:21:03Z;2022-02-01T08:10:49Z;35;84
MDEwOlJlcG9zaXRvcnk3NzIxMzEyMA==;https://github.com/Eugeny/tabby;tabby;Eugeny/tabby;43666;3465;1344;168;TypeScript;2016-12-23T09:06:10Z;2023-02-26T19:42:31Z;2723;3977
MDEwOlJlcG9zaXRvcnk1MTUyMjg1;https://github.com/square/okhttp;okhttp;square/okhttp;43632;3805;3080;0;Kotlin;2012-07-23T13:42:55Z;2023-03-04T18:10:34Z;3630;3783
MDEwOlJlcG9zaXRvcnkxNTAxOTk2Mg==;https://github.com/tldr-pages/tldr;tldr;tldr-pages/tldr;43324;8797;7796;2;Markdown;2013-12-08T07:34:43Z;2023-03-05T05:20:31Z;908;1064
MDEwOlJlcG9zaXRvcnkzMjE0NDA2;https://github.com/meteor/meteor;meteor;meteor/meteor;43321;3465;1813;0;JavaScript;2012-01-19T01:58:17Z;2023-02-10T21:00:16Z;8660;8849
MDEwOlJlcG9zaXRvcnk2MDkzMzE2;https://github.com/DefinitelyTyped/DefinitelyTyped;DefinitelyTyped;DefinitelyTyped/DefinitelyTyped;43031;54771;45934;1;TypeScript;2012-10-05T16:39:45Z;2023-03-04T21:02:32Z;7187;7855
MDEwOlJlcG9zaXRvcnkzMTYyOTc1MQ==;https://github.com/cypress-io/cypress;cypress;cypress-io/cypress;42770;6258;5049;299;JavaScript;2015-03-04T00:46:28Z;2023-03-03T20:46:02Z;9752;12462
MDEwOlJlcG9zaXRvcnkxMTIyNTAxNA==;https://github.com/etcd-io/etcd;etcd;etcd-io/etcd;42767;9168;7416;220;Go;2013-07-06T21:57:21Z;2023-03-03T23:07:02Z;5944;6097
MDEwOlJlcG9zaXRvcnk5NDkxMTE0NQ==;https://github.com/facebook/docusaurus;docusaurus;facebook/docusaurus;42629;5316;4596;125;TypeScript;2017-06-20T16:13:53Z;2023-03-03T11:54:35Z;2335;2562
MDEwOlJlcG9zaXRvcnk0NTk4NjE2Mg==;https://github.com/aymericdamien/TensorFlow-Examples;TensorFlow-Examples;aymericdamien/TensorFlow-Examples;42606;168;88;0;Jupyter Notebook;2015-11-11T14:21:19Z;2021-10-23T08:03:00Z;69;231
MDEwOlJlcG9zaXRvcnk5ODUyOTE4;https://github.com/TryGhost/Ghost;Ghost;TryGhost/Ghost;42595;9737;7568;635;JavaScript;2013-05-04T11:09:13Z;2023-03-03T18:25:53Z;6495;6528
MDEwOlJlcG9zaXRvcnkyMzEyODM0NTI=;https://github.com/excalidraw/excalidraw;excalidraw;excalidraw/excalidraw;42552;3729;2877;8;TypeScript;2020-01-02T01:04:43Z;2023-03-04T18:21:57Z;1551;2383
MDEwOlJlcG9zaXRvcnk1ODgzNjUzNA==;https://github.com/algorithm-visualizer/algorithm-visualizer;algorithm-visualizer;algorithm-visualizer/algorithm-visualizer;42399;250;182;0;JavaScript;2016-05-15T00:27:45Z;2022-04-13T02:03:13Z;73;102
MDEwOlJlcG9zaXRvcnkxMjg5MDc2OTk=;https://github.com/iamkun/dayjs;dayjs;iamkun/dayjs;42375;935;640;113;JavaScript;2018-04-10T09:26:44Z;2023-02-13T04:32:05Z;756;1307
MDEwOlJlcG9zaXRvcnk1MTE0ODc4MA==;https://github.com/android/architecture-samples;architecture-samples;android/architecture-samples;42333;431;202;0;Kotlin;2016-02-05T13:42:07Z;2023-02-28T11:22:45Z;290;441
MDEwOlJlcG9zaXRvcnkyMjA4MDkzOTM=;https://github.com/Textualize/rich;rich;Textualize/rich;42292;919;693;148;Python;2019-11-10T15:28:09Z;2023-03-04T16:28:38Z;969;1041
MDEwOlJlcG9zaXRvcnkxNTQyODQ4MA==;https://github.com/ColorlibHQ/AdminLTE;AdminLTE;ColorlibHQ/AdminLTE;42192;2002;1169;72;JavaScript;2013-12-25T02:52:40Z;2023-02-23T12:24:07Z;2693;2747
MDEwOlJlcG9zaXRvcnkyMTcwMDY5OQ==;https://github.com/vsouza/awesome-ios;awesome-ios;vsouza/awesome-ios;42128;2647;2191;0;Swift;2014-07-10T16:03:45Z;2023-02-27T14:44:07Z;462;462
MDEwOlJlcG9zaXRvcnk5OTU5ODU5NQ==;https://github.com/parcel-bundler/parcel;parcel;parcel-bundler/parcel;42070;2758;2098;25;JavaScript;2017-08-07T16:36:47Z;2023-03-03T21:14:00Z;4318;4998
MDEwOlJlcG9zaXRvcnkyNzU3NDQxOA==;https://github.com/ryanoasis/nerd-fonts;nerd-fonts;ryanoasis/nerd-fonts;42064;330;282;29;CSS;2014-12-05T04:31:17Z;2023-03-02T14:07:33Z;647;717
MDEwOlJlcG9zaXRvcnkyNDU2MDMwNw==;https://github.com/babel/babel;babel;babel/babel;41998;6358;5132;338;TypeScript;2014-09-28T13:38:23Z;2023-03-04T09:17:24Z;7822;8452
MDEwOlJlcG9zaXRvcnkzMDcyNjAyMDU=;https://github.com/yt-dlp/yt-dlp;yt-dlp;yt-dlp/yt-dlp;41896;1821;1305;69;Python;2020-10-26T04:22:55Z;2023-03-05T18:36:48Z;3613;4465
MDEwOlJlcG9zaXRvcnk0MjQwODgwNA==;https://github.com/traefik/traefik;traefik;traefik/traefik;41886;4389;3719;387;Go;2015-09-13T19:04:02Z;2022-12-07T16:26:04Z;4727;5321
MDEwOlJlcG9zaXRvcnkxNjQ0MTk2;https://github.com/JuliaLang/julia;julia;JuliaLang/julia;41766;25883;20634;135;Julia;2011-04-21T07:01:50Z;2023-03-05T18:00:48Z;19161;22693
MDEwOlJlcG9zaXRvcnkxNjc1MjYyMA==;https://github.com/gogs/gogs;gogs;gogs/gogs;41712;2115;1554;78;Go;2014-02-12T01:57:08Z;2023-03-05T12:00:56Z;4162;4966
MDEwOlJlcG9zaXRvcnk0MTkxMjc5MQ==;https://github.com/v2ray/v2ray-core;v2ray-core;v2ray/v2ray-core;41704;521;203;247;Go;2015-09-04T11:42:53Z;2023-02-24T14:31:26Z;2481;2502
MDEwOlJlcG9zaXRvcnk1MjcxODgy;https://github.com/astaxie/build-web-application-with-golang;build-web-application-with-golang;astaxie/build-web-application-with-golang;41661;889;757;0;Go;2012-08-02T11:49:35Z;2022-09-10T14:22:24Z;181;295
MDEwOlJlcG9zaXRvcnkxNjYzNDY4;https://github.com/mozilla/pdf.js;pdf.js;mozilla/pdf.js;41571;7243;6193;49;JavaScript;2011-04-26T06:32:03Z;2023-03-05T14:38:51Z;8472;8812
MDEwOlJlcG9zaXRvcnkxNTA2Mjg2OQ==;https://github.com/facebook/jest;jest;facebook/jest;41554;6617;5104;189;TypeScript;2013-12-10T00:18:04Z;2023-03-04T10:03:50Z;6472;7269
MDEwOlJlcG9zaXRvcnkyMDYxOTAzNg==;https://github.com/pi-hole/pi-hole;pi-hole;pi-hole/pi-hole;41487;2217;1601;95;Shell;2014-06-08T15:02:55Z;2023-02-10T20:57:03Z;2631;2658
MDEwOlJlcG9zaXRvcnkxMTE3NzkyOA==;https://github.com/karan/Projects;Projects;karan/Projects;41444;110;19;0;;2013-07-04T13:37:27Z;2020-11-24T15:54:29Z;32;71
